id	label	type
trade 3186048	'trade 3186048'@en	transaction
2004-10-12T23:10:18.510	'2004-10-12T23:10:18.510'@en	literal
trade 3186531	'trade 3186531'@en	transaction
Angel (19078)	'Angel (19078)'@en	person
Damien (18608)	'Damien (18608)'@en	person
2004-10-13T04:28:07.873	'2004-10-13T04:28:07.873'@en	literal
35	'35'@en	literal
trade 3186569	'trade 3186569'@en	transaction
2004-10-13T05:13:59.527	'2004-10-13T05:13:59.527'@en	literal
trade 3187311	'trade 3187311'@en	transaction
2004-10-13T09:30:54.607	'2004-10-13T09:30:54.607'@en	literal
trade 3188363	'trade 3188363'@en	transaction
Emory (19087)	'Emory (19087)'@en	person
2004-10-13T14:27:59.517	'2004-10-13T14:27:59.517'@en	literal
trade 3188474	'trade 3188474'@en	transaction
Adriana (18684)	'Adriana (18684)'@en	person
2004-10-13T14:43:39.917	'2004-10-13T14:43:39.917'@en	literal
trade 3189570	'trade 3189570'@en	transaction
Briggs (19068)	'Briggs (19068)'@en	person
2004-10-13T19:13:37.800	'2004-10-13T19:13:37.800'@en	literal
trade 3189835	'trade 3189835'@en	transaction
2004-10-13T20:18:43.567	'2004-10-13T20:18:43.567'@en	literal
trade 3189885	'trade 3189885'@en	transaction
2004-10-13T20:20:23.293	'2004-10-13T20:20:23.293'@en	literal
trade 3189936	'trade 3189936'@en	transaction
Alison (19070)	'Alison (19070)'@en	person
2004-10-13T20:21:51.540	'2004-10-13T20:21:51.540'@en	literal
trade 3190029	'trade 3190029'@en	transaction
2004-10-13T20:31:53.393	'2004-10-13T20:31:53.393'@en	literal
trade 3190254	'trade 3190254'@en	transaction
2004-10-13T20:45:52.247	'2004-10-13T20:45:52.247'@en	literal
trade 3190260	'trade 3190260'@en	transaction
2004-10-13T20:46:53.393	'2004-10-13T20:46:53.393'@en	literal
trade 3190481	'trade 3190481'@en	transaction
2004-10-13T20:55:44.287	'2004-10-13T20:55:44.287'@en	literal
trade 3190559	'trade 3190559'@en	transaction
2004-10-13T20:58:32.293	'2004-10-13T20:58:32.293'@en	literal
trade 3190576	'trade 3190576'@en	transaction
2004-10-13T20:59:39.580	'2004-10-13T20:59:39.580'@en	literal
0.266	'0.266'@en	literal
trade 3190819	'trade 3190819'@en	transaction
2004-10-13T21:42:44.037	'2004-10-13T21:42:44.037'@en	literal
trade 3191382	'trade 3191382'@en	transaction
2004-10-13T22:20:11.763	'2004-10-13T22:20:11.763'@en	literal
trade 3191542	'trade 3191542'@en	transaction
2004-10-13T22:59:47.410	'2004-10-13T22:59:47.410'@en	literal
0.279	'0.279'@en	literal
trade 3191543	'trade 3191543'@en	transaction
2004-10-13T23:00:44.870	'2004-10-13T23:00:44.870'@en	literal
trade 3191966	'trade 3191966'@en	transaction
2004-10-14T01:06:22.630	'2004-10-14T01:06:22.630'@en	literal
trade 3191982	'trade 3191982'@en	transaction
2004-10-14T01:07:58.860	'2004-10-14T01:07:58.860'@en	literal
trade 3192584	'trade 3192584'@en	transaction
Scarlet (19093)	'Scarlet (19093)'@en	person
2004-10-14T08:18:46.250	'2004-10-14T08:18:46.250'@en	literal
78	'78'@en	literal
trade 3192685	'trade 3192685'@en	transaction
2004-10-14T08:30:55.927	'2004-10-14T08:30:55.927'@en	literal
trade 3192990	'trade 3192990'@en	transaction
2004-10-14T09:51:23.450	'2004-10-14T09:51:23.450'@en	literal
trade 3193035	'trade 3193035'@en	transaction
2004-10-14T09:54:43.627	'2004-10-14T09:54:43.627'@en	literal
trade 3193650	'trade 3193650'@en	transaction
2004-10-14T12:00:09.563	'2004-10-14T12:00:09.563'@en	literal
trade 3193818	'trade 3193818'@en	transaction
2004-10-14T12:31:46.000	'2004-10-14T12:31:46.000'@en	literal
0.278	'0.278'@en	literal
trade 3194129	'trade 3194129'@en	transaction
2004-10-14T13:18:02.327	'2004-10-14T13:18:02.327'@en	literal
trade 3194222	'trade 3194222'@en	transaction
Quinn (19077)	'Quinn (19077)'@en	person
2004-10-14T13:45:13.093	'2004-10-14T13:45:13.093'@en	literal
trade 3194291	'trade 3194291'@en	transaction
2004-10-14T13:58:47.290	'2004-10-14T13:58:47.290'@en	literal
trade 3194494	'trade 3194494'@en	transaction
Aaron (17358)	'Aaron (17358)'@en	person
2004-10-14T15:07:22.050	'2004-10-14T15:07:22.050'@en	literal
trade 3194847	'trade 3194847'@en	transaction
2004-10-14T17:21:07.270	'2004-10-14T17:21:07.270'@en	literal
0.192	'0.192'@en	literal
trade 3195529	'trade 3195529'@en	transaction
Kamila (18455)	'Kamila (18455)'@en	person
2004-10-14T20:42:09.083	'2004-10-14T20:42:09.083'@en	literal
0.186	'0.186'@en	literal
trade 3195612	'trade 3195612'@en	transaction
2004-10-14T20:52:15.110	'2004-10-14T20:52:15.110'@en	literal
trade 3195971	'trade 3195971'@en	transaction
Shawn (19108)	'Shawn (19108)'@en	person
2004-10-14T22:30:32.510	'2004-10-14T22:30:32.510'@en	literal
413	'413'@en	literal
trade 3196739	'trade 3196739'@en	transaction
2004-10-15T07:39:16.970	'2004-10-15T07:39:16.970'@en	literal
trade 3196925	'trade 3196925'@en	transaction
2004-10-15T08:50:35.493	'2004-10-15T08:50:35.493'@en	literal
trade 3197033	'trade 3197033'@en	transaction
2004-10-15T09:07:54.073	'2004-10-15T09:07:54.073'@en	literal
trade 3197163	'trade 3197163'@en	transaction
2004-10-15T09:44:14.440	'2004-10-15T09:44:14.440'@en	literal
0.323	'0.323'@en	literal
trade 3197185	'trade 3197185'@en	transaction
2004-10-15T09:46:00.933	'2004-10-15T09:46:00.933'@en	literal
trade 3197335	'trade 3197335'@en	transaction
2004-10-15T10:26:25.807	'2004-10-15T10:26:25.807'@en	literal
0.32	'0.32'@en	literal
trade 3197637	'trade 3197637'@en	transaction
Dominick (19092)	'Dominick (19092)'@en	person
2004-10-15T11:21:39.150	'2004-10-15T11:21:39.150'@en	literal
trade 3197669	'trade 3197669'@en	transaction
2004-10-15T11:25:38.017	'2004-10-15T11:25:38.017'@en	literal
trade 3197716	'trade 3197716'@en	transaction
2004-10-15T11:36:13.120	'2004-10-15T11:36:13.120'@en	literal
trade 3197910	'trade 3197910'@en	transaction
2004-10-15T12:21:43.333	'2004-10-15T12:21:43.333'@en	literal
0.31	'0.31'@en	literal
trade 3197933	'trade 3197933'@en	transaction
Gabriela (18770)	'Gabriela (18770)'@en	person
2004-10-15T12:25:26.870	'2004-10-15T12:25:26.870'@en	literal
83	'83'@en	literal
trade 3198099	'trade 3198099'@en	transaction
Amanda (19095)	'Amanda (19095)'@en	person
2004-10-15T13:10:44.033	'2004-10-15T13:10:44.033'@en	literal
0.322	'0.322'@en	literal
32	'32'@en	literal
trade 3198195	'trade 3198195'@en	transaction
2004-10-15T13:38:56.027	'2004-10-15T13:38:56.027'@en	literal
trade 3198354	'trade 3198354'@en	transaction
Braelynn (19084)	'Braelynn (19084)'@en	person
2004-10-15T14:04:08.557	'2004-10-15T14:04:08.557'@en	literal
0.325	'0.325'@en	literal
trade 3198924	'trade 3198924'@en	transaction
2004-10-15T16:34:44.637	'2004-10-15T16:34:44.637'@en	literal
0.168	'0.168'@en	literal
trade 3199799	'trade 3199799'@en	transaction
2004-10-15T22:16:48.480	'2004-10-15T22:16:48.480'@en	literal
0.313	'0.313'@en	literal
trade 3200328	'trade 3200328'@en	transaction
2004-10-16T01:10:05.093	'2004-10-16T01:10:05.093'@en	literal
trade 3200900	'trade 3200900'@en	transaction
2004-10-16T09:40:27.710	'2004-10-16T09:40:27.710'@en	literal
0.306	'0.306'@en	literal
trade 3200946	'trade 3200946'@en	transaction
Tristan (18390)	'Tristan (18390)'@en	person
2004-10-16T09:49:53.643	'2004-10-16T09:49:53.643'@en	literal
trade 3201118	'trade 3201118'@en	transaction
Leonidas (19113)	'Leonidas (19113)'@en	person
2004-10-16T10:25:09.033	'2004-10-16T10:25:09.033'@en	literal
0.324	'0.324'@en	literal
trade 3202423	'trade 3202423'@en	transaction
Malia (18564)	'Malia (18564)'@en	person
Armani (244)	'Armani (244)'@en	person
2004-10-16T20:02:18.827	'2004-10-16T20:02:18.827'@en	literal
0.183	'0.183'@en	literal
trade 3202767	'trade 3202767'@en	transaction
Wilder (19057)	'Wilder (19057)'@en	person
2004-10-16T22:35:41.390	'2004-10-16T22:35:41.390'@en	literal
0.165	'0.165'@en	literal
trade 3203595	'trade 3203595'@en	transaction
2004-10-17T07:00:42.223	'2004-10-17T07:00:42.223'@en	literal
0.172	'0.172'@en	literal
trade 3203998	'trade 3203998'@en	transaction
2004-10-17T11:01:05.160	'2004-10-17T11:01:05.160'@en	literal
trade 3204595	'trade 3204595'@en	transaction
2004-10-17T13:33:10.183	'2004-10-17T13:33:10.183'@en	literal
trade 3205038	'trade 3205038'@en	transaction
2004-10-17T16:15:53.780	'2004-10-17T16:15:53.780'@en	literal
trade 3205068	'trade 3205068'@en	transaction
2004-10-17T16:29:00.747	'2004-10-17T16:29:00.747'@en	literal
0.327	'0.327'@en	literal
trade 3205213	'trade 3205213'@en	transaction
2004-10-17T16:52:45.017	'2004-10-17T16:52:45.017'@en	literal
trade 3205280	'trade 3205280'@en	transaction
2004-10-17T17:14:30.667	'2004-10-17T17:14:30.667'@en	literal
0.321	'0.321'@en	literal
trade 3205559	'trade 3205559'@en	transaction
2004-10-17T18:42:42.800	'2004-10-17T18:42:42.800'@en	literal
trade 3205772	'trade 3205772'@en	transaction
Jaiden (18971)	'Jaiden (18971)'@en	person
2004-10-17T19:17:14.100	'2004-10-17T19:17:14.100'@en	literal
trade 3205803	'trade 3205803'@en	transaction
2004-10-17T19:19:04.377	'2004-10-17T19:19:04.377'@en	literal
trade 3205913	'trade 3205913'@en	transaction
2004-10-17T19:25:49.590	'2004-10-17T19:25:49.590'@en	literal
0.161	'0.161'@en	literal
trade 3206104	'trade 3206104'@en	transaction
2004-10-17T20:32:28.017	'2004-10-17T20:32:28.017'@en	literal
0.339	'0.339'@en	literal
trade 3206130	'trade 3206130'@en	transaction
2004-10-17T20:36:57.230	'2004-10-17T20:36:57.230'@en	literal
trade 3206212	'trade 3206212'@en	transaction
Annie (18637)	'Annie (18637)'@en	person
2004-10-17T20:55:57.737	'2004-10-17T20:55:57.737'@en	literal
trade 3206323	'trade 3206323'@en	transaction
2004-10-17T21:36:18.843	'2004-10-17T21:36:18.843'@en	literal
trade 3206535	'trade 3206535'@en	transaction
Kendrick (19045)	'Kendrick (19045)'@en	person
2004-10-17T22:04:03.250	'2004-10-17T22:04:03.250'@en	literal
trade 3206583	'trade 3206583'@en	transaction
2004-10-17T22:08:47.403	'2004-10-17T22:08:47.403'@en	literal
trade 3206614	'trade 3206614'@en	transaction
Reed (19102)	'Reed (19102)'@en	person
2004-10-17T22:09:28.143	'2004-10-17T22:09:28.143'@en	literal
trade 3206744	'trade 3206744'@en	transaction
2004-10-17T22:38:02.050	'2004-10-17T22:38:02.050'@en	literal
trade 3207586	'trade 3207586'@en	transaction
Odin (18797)	'Odin (18797)'@en	person
2004-10-18T07:44:41.090	'2004-10-18T07:44:41.090'@en	literal
0.241	'0.241'@en	literal
152	'152'@en	literal
trade 3207611	'trade 3207611'@en	transaction
2004-10-18T08:03:54.187	'2004-10-18T08:03:54.187'@en	literal
0.33	'0.33'@en	literal
trade 3207812	'trade 3207812'@en	transaction
Giselle (18796)	'Giselle (18796)'@en	person
2004-10-18T08:17:32.020	'2004-10-18T08:17:32.020'@en	literal
trade 3207814	'trade 3207814'@en	transaction
2004-10-18T08:17:32.037	'2004-10-18T08:17:32.037'@en	literal
trade 3207834	'trade 3207834'@en	transaction
2004-10-18T08:17:32.940	'2004-10-18T08:17:32.940'@en	literal
trade 3208120	'trade 3208120'@en	transaction
2004-10-18T09:49:40.463	'2004-10-18T09:49:40.463'@en	literal
trade 3208161	'trade 3208161'@en	transaction
Natalie (17183)	'Natalie (17183)'@en	person
2004-10-18T10:11:10.070	'2004-10-18T10:11:10.070'@en	literal
trade 3208294	'trade 3208294'@en	transaction
Anderson (18689)	'Anderson (18689)'@en	person
2004-10-18T11:01:50.653	'2004-10-18T11:01:50.653'@en	literal
trade 3208296	'trade 3208296'@en	transaction
2004-10-18T11:04:11.727	'2004-10-18T11:04:11.727'@en	literal
trade 3208471	'trade 3208471'@en	transaction
Raelynn (18141)	'Raelynn (18141)'@en	person
2004-10-18T12:04:06.510	'2004-10-18T12:04:06.510'@en	literal
0.144	'0.144'@en	literal
trade 3208515	'trade 3208515'@en	transaction
2004-10-18T12:11:50.707	'2004-10-18T12:11:50.707'@en	literal
0.14	'0.14'@en	literal
trade 3208633	'trade 3208633'@en	transaction
2004-10-18T12:41:15.930	'2004-10-18T12:41:15.930'@en	literal
trade 3208691	'trade 3208691'@en	transaction
2004-10-18T12:48:11.073	'2004-10-18T12:48:11.073'@en	literal
trade 3208831	'trade 3208831'@en	transaction
2004-10-18T13:12:51.320	'2004-10-18T13:12:51.320'@en	literal
trade 3209230	'trade 3209230'@en	transaction
Sergio (18927)	'Sergio (18927)'@en	person
2004-10-18T14:45:19.627	'2004-10-18T14:45:19.627'@en	literal
0.153	'0.153'@en	literal
trade 3209756	'trade 3209756'@en	transaction
2004-10-18T19:35:05.917	'2004-10-18T19:35:05.917'@en	literal
trade 3210199	'trade 3210199'@en	transaction
Jordan (19067)	'Jordan (19067)'@en	person
2004-10-18T22:43:24.093	'2004-10-18T22:43:24.093'@en	literal
trade 3210313	'trade 3210313'@en	transaction
2004-10-18T23:05:41.423	'2004-10-18T23:05:41.423'@en	literal
0.335	'0.335'@en	literal
trade 3210517	'trade 3210517'@en	transaction
2004-10-19T00:07:33.433	'2004-10-19T00:07:33.433'@en	literal
trade 3210715	'trade 3210715'@en	transaction
Autumn (17557)	'Autumn (17557)'@en	person
2004-10-19T01:17:15.890	'2004-10-19T01:17:15.890'@en	literal
trade 3211210	'trade 3211210'@en	transaction
Violet (16612)	'Violet (16612)'@en	person
2004-10-19T08:27:34.327	'2004-10-19T08:27:34.327'@en	literal
0.162	'0.162'@en	literal
trade 3211853	'trade 3211853'@en	transaction
Jennifer (19065)	'Jennifer (19065)'@en	person
2004-10-19T11:18:01.723	'2004-10-19T11:18:01.723'@en	literal
trade 3212696	'trade 3212696'@en	transaction
Forrest (19152)	'Forrest (19152)'@en	person
2004-10-19T13:57:09.647	'2004-10-19T13:57:09.647'@en	literal
trade 3212787	'trade 3212787'@en	transaction
Lucca (19118)	'Lucca (19118)'@en	person
2004-10-19T14:01:38.043	'2004-10-19T14:01:38.043'@en	literal
0.167	'0.167'@en	literal
trade 3212809	'trade 3212809'@en	transaction
2004-10-19T14:02:14.623	'2004-10-19T14:02:14.623'@en	literal
trade 3212818	'trade 3212818'@en	transaction
2004-10-19T14:02:20.983	'2004-10-19T14:02:20.983'@en	literal
trade 3213028	'trade 3213028'@en	transaction
Francesca (19116)	'Francesca (19116)'@en	person
2004-10-19T14:26:50.903	'2004-10-19T14:26:50.903'@en	literal
trade 3213175	'trade 3213175'@en	transaction
Emiliano (18373)	'Emiliano (18373)'@en	person
2004-10-19T15:00:51.790	'2004-10-19T15:00:51.790'@en	literal
trade 3213404	'trade 3213404'@en	transaction
2004-10-19T15:35:33.277	'2004-10-19T15:35:33.277'@en	literal
trade 3213723	'trade 3213723'@en	transaction
Alana (18438)	'Alana (18438)'@en	person
2004-10-19T17:05:20.670	'2004-10-19T17:05:20.670'@en	literal
trade 3214127	'trade 3214127'@en	transaction
Allen (19134)	'Allen (19134)'@en	person
2004-10-19T18:01:04.950	'2004-10-19T18:01:04.950'@en	literal
trade 3214431	'trade 3214431'@en	transaction
Liana (19130)	'Liana (19130)'@en	person
2004-10-19T18:22:52.560	'2004-10-19T18:22:52.560'@en	literal
0.163	'0.163'@en	literal
trade 3214441	'trade 3214441'@en	transaction
2004-10-19T18:24:06.360	'2004-10-19T18:24:06.360'@en	literal
trade 3214461	'trade 3214461'@en	transaction
2004-10-19T18:25:01.820	'2004-10-19T18:25:01.820'@en	literal
trade 3214480	'trade 3214480'@en	transaction
2004-10-19T18:25:25.837	'2004-10-19T18:25:25.837'@en	literal
184	'184'@en	literal
trade 3214507	'trade 3214507'@en	transaction
Lena (18591)	'Lena (18591)'@en	person
2004-10-19T18:26:19.373	'2004-10-19T18:26:19.373'@en	literal
0.158	'0.158'@en	literal
trade 3214781	'trade 3214781'@en	transaction
2004-10-19T19:43:18.820	'2004-10-19T19:43:18.820'@en	literal
0.154	'0.154'@en	literal
trade 3215364	'trade 3215364'@en	transaction
2004-10-19T21:13:41.640	'2004-10-19T21:13:41.640'@en	literal
trade 3215717	'trade 3215717'@en	transaction
2004-10-19T21:35:59.567	'2004-10-19T21:35:59.567'@en	literal
trade 3215913	'trade 3215913'@en	transaction
2004-10-19T21:46:34.603	'2004-10-19T21:46:34.603'@en	literal
trade 3216973	'trade 3216973'@en	transaction
2004-10-20T07:06:37.957	'2004-10-20T07:06:37.957'@en	literal
trade 3217207	'trade 3217207'@en	transaction
Scarlett (15464)	'Scarlett (15464)'@en	person
2004-10-20T09:08:14.390	'2004-10-20T09:08:14.390'@en	literal
0.152	'0.152'@en	literal
trade 3217303	'trade 3217303'@en	transaction
2004-10-20T10:07:29.360	'2004-10-20T10:07:29.360'@en	literal
trade 3217997	'trade 3217997'@en	transaction
2004-10-20T12:17:55.337	'2004-10-20T12:17:55.337'@en	literal
trade 3218553	'trade 3218553'@en	transaction
Gianni (18856)	'Gianni (18856)'@en	person
2004-10-20T15:43:06.830	'2004-10-20T15:43:06.830'@en	literal
trade 3218782	'trade 3218782'@en	transaction
2004-10-20T18:01:45.900	'2004-10-20T18:01:45.900'@en	literal
0.164	'0.164'@en	literal
trade 3219828	'trade 3219828'@en	transaction
2004-10-20T23:02:47.590	'2004-10-20T23:02:47.590'@en	literal
0.271	'0.271'@en	literal
trade 3220299	'trade 3220299'@en	transaction
Kyson (19129)	'Kyson (19129)'@en	person
2004-10-21T00:35:04.080	'2004-10-21T00:35:04.080'@en	literal
trade 3220499	'trade 3220499'@en	transaction
Archer (18337)	'Archer (18337)'@en	person
2004-10-21T01:35:55.377	'2004-10-21T01:35:55.377'@en	literal
0.17	'0.17'@en	literal
37	'37'@en	literal
trade 3221273	'trade 3221273'@en	transaction
2004-10-21T09:53:01.887	'2004-10-21T09:53:01.887'@en	literal
trade 3221975	'trade 3221975'@en	transaction
2004-10-21T12:55:06.187	'2004-10-21T12:55:06.187'@en	literal
trade 3222110	'trade 3222110'@en	transaction
2004-10-21T13:04:24.373	'2004-10-21T13:04:24.373'@en	literal
trade 3222111	'trade 3222111'@en	transaction
2004-10-21T13:04:25.060	'2004-10-21T13:04:25.060'@en	literal
trade 3222159	'trade 3222159'@en	transaction
2004-10-21T13:06:47.603	'2004-10-21T13:06:47.603'@en	literal
trade 3222270	'trade 3222270'@en	transaction
2004-10-21T13:20:52.673	'2004-10-21T13:20:52.673'@en	literal
trade 3223158	'trade 3223158'@en	transaction
Leland (19161)	'Leland (19161)'@en	person
2004-10-21T15:22:50.797	'2004-10-21T15:22:50.797'@en	literal
205	'205'@en	literal
trade 3223248	'trade 3223248'@en	transaction
2004-10-21T15:31:58.233	'2004-10-21T15:31:58.233'@en	literal
trade 3224111	'trade 3224111'@en	transaction
2004-10-21T17:49:24.780	'2004-10-21T17:49:24.780'@en	literal
trade 3224253	'trade 3224253'@en	transaction
Colt (18470)	'Colt (18470)'@en	person
2004-10-21T18:13:59.433	'2004-10-21T18:13:59.433'@en	literal
0.301	'0.301'@en	literal
trade 3224568	'trade 3224568'@en	transaction
Tripp (19191)	'Tripp (19191)'@en	person
2004-10-21T19:31:05.037	'2004-10-21T19:31:05.037'@en	literal
trade 3224603	'trade 3224603'@en	transaction
Jamison (19182)	'Jamison (19182)'@en	person
2004-10-21T19:34:37.710	'2004-10-21T19:34:37.710'@en	literal
trade 3224670	'trade 3224670'@en	transaction
2004-10-21T19:37:06.520	'2004-10-21T19:37:06.520'@en	literal
trade 3224763	'trade 3224763'@en	transaction
2004-10-21T19:40:33.053	'2004-10-21T19:40:33.053'@en	literal
0.248	'0.248'@en	literal
trade 3224804	'trade 3224804'@en	transaction
2004-10-21T19:43:14.037	'2004-10-21T19:43:14.037'@en	literal
0.171	'0.171'@en	literal
trade 3224952	'trade 3224952'@en	transaction
Matilda (19178)	'Matilda (19178)'@en	person
2004-10-21T19:59:36.320	'2004-10-21T19:59:36.320'@en	literal
trade 3225017	'trade 3225017'@en	transaction
Noa (19143)	'Noa (19143)'@en	person
2004-10-21T20:15:18.977	'2004-10-21T20:15:18.977'@en	literal
trade 3225270	'trade 3225270'@en	transaction
2004-10-21T21:01:31.990	'2004-10-21T21:01:31.990'@en	literal
trade 3225339	'trade 3225339'@en	transaction
2004-10-21T21:27:09.053	'2004-10-21T21:27:09.053'@en	literal
trade 3225556	'trade 3225556'@en	transaction
2004-10-21T21:58:27.320	'2004-10-21T21:58:27.320'@en	literal
0.305	'0.305'@en	literal
trade 3225581	'trade 3225581'@en	transaction
2004-10-21T21:59:06.590	'2004-10-21T21:59:06.590'@en	literal
trade 3226238	'trade 3226238'@en	transaction
Gage (19175)	'Gage (19175)'@en	person
2004-10-21T23:21:56.360	'2004-10-21T23:21:56.360'@en	literal
trade 3226789	'trade 3226789'@en	transaction
2004-10-22T07:09:17.760	'2004-10-22T07:09:17.760'@en	literal
trade 3226953	'trade 3226953'@en	transaction
2004-10-22T08:06:11.497	'2004-10-22T08:06:11.497'@en	literal
0.239	'0.239'@en	literal
trade 3226977	'trade 3226977'@en	transaction
Katie (19193)	'Katie (19193)'@en	person
2004-10-22T08:11:25.507	'2004-10-22T08:11:25.507'@en	literal
0.295	'0.295'@en	literal
trade 3227069	'trade 3227069'@en	transaction
2004-10-22T08:22:04.340	'2004-10-22T08:22:04.340'@en	literal
trade 3227438	'trade 3227438'@en	transaction
2004-10-22T09:50:49.927	'2004-10-22T09:50:49.927'@en	literal
trade 3227876	'trade 3227876'@en	transaction
2004-10-22T11:36:44.020	'2004-10-22T11:36:44.020'@en	literal
trade 3227922	'trade 3227922'@en	transaction
2004-10-22T11:44:13.620	'2004-10-22T11:44:13.620'@en	literal
trade 3228252	'trade 3228252'@en	transaction
Winston (19000)	'Winston (19000)'@en	person
2004-10-22T13:44:04.840	'2004-10-22T13:44:04.840'@en	literal
427	'427'@en	literal
trade 3228397	'trade 3228397'@en	transaction
2004-10-22T14:27:33.247	'2004-10-22T14:27:33.247'@en	literal
0.288	'0.288'@en	literal
trade 3228623	'trade 3228623'@en	transaction
Jacqueline (19082)	'Jacqueline (19082)'@en	person
Regina (19060)	'Regina (19060)'@en	person
2004-10-22T15:31:46.847	'2004-10-22T15:31:46.847'@en	literal
0.296	'0.296'@en	literal
trade 3229117	'trade 3229117'@en	transaction
2004-10-22T18:01:29.860	'2004-10-22T18:01:29.860'@en	literal
trade 3229566	'trade 3229566'@en	transaction
2004-10-22T19:40:27.947	'2004-10-22T19:40:27.947'@en	literal
0.307	'0.307'@en	literal
trade 3229629	'trade 3229629'@en	transaction
Addilyn (19151)	'Addilyn (19151)'@en	person
2004-10-22T19:51:34.423	'2004-10-22T19:51:34.423'@en	literal
trade 3229687	'trade 3229687'@en	transaction
2004-10-22T20:01:34.880	'2004-10-22T20:01:34.880'@en	literal
trade 3230067	'trade 3230067'@en	transaction
2004-10-22T21:23:41.930	'2004-10-22T21:23:41.930'@en	literal
trade 3230406	'trade 3230406'@en	transaction
Nadia (19148)	'Nadia (19148)'@en	person
2004-10-23T01:01:41.957	'2004-10-23T01:01:41.957'@en	literal
trade 3231382	'trade 3231382'@en	transaction
2004-10-23T11:44:37.740	'2004-10-23T11:44:37.740'@en	literal
trade 3231806	'trade 3231806'@en	transaction
2004-10-23T14:10:17.343	'2004-10-23T14:10:17.343'@en	literal
trade 3231993	'trade 3231993'@en	transaction
2004-10-23T14:33:51.620	'2004-10-23T14:33:51.620'@en	literal
trade 3231997	'trade 3231997'@en	transaction
Cairo (18831)	'Cairo (18831)'@en	person
2004-10-23T14:33:51.870	'2004-10-23T14:33:51.870'@en	literal
trade 3233028	'trade 3233028'@en	transaction
2004-10-24T00:17:09.317	'2004-10-24T00:17:09.317'@en	literal
trade 3233775	'trade 3233775'@en	transaction
2004-10-24T12:53:49.207	'2004-10-24T12:53:49.207'@en	literal
trade 3233886	'trade 3233886'@en	transaction
2004-10-24T13:40:49.503	'2004-10-24T13:40:49.503'@en	literal
0.169	'0.169'@en	literal
trade 3234232	'trade 3234232'@en	transaction
2004-10-24T16:33:38.053	'2004-10-24T16:33:38.053'@en	literal
trade 3234254	'trade 3234254'@en	transaction
Dalton (19144)	'Dalton (19144)'@en	person
2004-10-24T16:37:25.340	'2004-10-24T16:37:25.340'@en	literal
trade 3234256	'trade 3234256'@en	transaction
2004-10-24T16:38:02.280	'2004-10-24T16:38:02.280'@en	literal
trade 3234295	'trade 3234295'@en	transaction
2004-10-24T16:42:16.520	'2004-10-24T16:42:16.520'@en	literal
trade 3234934	'trade 3234934'@en	transaction
2004-10-24T20:55:25.440	'2004-10-24T20:55:25.440'@en	literal
trade 3235136	'trade 3235136'@en	transaction
2004-10-24T22:56:27.527	'2004-10-24T22:56:27.527'@en	literal
trade 3235219	'trade 3235219'@en	transaction
Eduardo (18786)	'Eduardo (18786)'@en	person
2004-10-24T23:36:56.027	'2004-10-24T23:36:56.027'@en	literal
trade 3235713	'trade 3235713'@en	transaction
Skyler (19139)	'Skyler (19139)'@en	person
2004-10-25T07:00:25.490	'2004-10-25T07:00:25.490'@en	literal
trade 3235868	'trade 3235868'@en	transaction
2004-10-25T08:40:30.723	'2004-10-25T08:40:30.723'@en	literal
trade 3236055	'trade 3236055'@en	transaction
Izaiah (1946)	'Izaiah (1946)'@en	person
2004-10-25T10:18:29.200	'2004-10-25T10:18:29.200'@en	literal
0.155	'0.155'@en	literal
trade 3236143	'trade 3236143'@en	transaction
2004-10-25T10:50:15.183	'2004-10-25T10:50:15.183'@en	literal
0.317	'0.317'@en	literal
trade 3236902	'trade 3236902'@en	transaction
2004-10-25T12:54:44.620	'2004-10-25T12:54:44.620'@en	literal
trade 3237228	'trade 3237228'@en	transaction
Aylin (18943)	'Aylin (18943)'@en	person
2004-10-25T14:01:17.250	'2004-10-25T14:01:17.250'@en	literal
96	'96'@en	literal
trade 3237354	'trade 3237354'@en	transaction
Frederick (19196)	'Frederick (19196)'@en	person
2004-10-25T14:07:18.607	'2004-10-25T14:07:18.607'@en	literal
trade 3237549	'trade 3237549'@en	transaction
2004-10-25T14:34:18.600	'2004-10-25T14:34:18.600'@en	literal
0.314	'0.314'@en	literal
trade 3237923	'trade 3237923'@en	transaction
Jase (19163)	'Jase (19163)'@en	person
2004-10-25T15:12:43.370	'2004-10-25T15:12:43.370'@en	literal
0.15	'0.15'@en	literal
trade 3237980	'trade 3237980'@en	transaction
2004-10-25T15:14:20.987	'2004-10-25T15:14:20.987'@en	literal
trade 3238008	'trade 3238008'@en	transaction
2004-10-25T15:15:44.713	'2004-10-25T15:15:44.713'@en	literal
31	'31'@en	literal
trade 3238015	'trade 3238015'@en	transaction
2004-10-25T15:16:12.747	'2004-10-25T15:16:12.747'@en	literal
trade 3238063	'trade 3238063'@en	transaction
2004-10-25T15:21:31.053	'2004-10-25T15:21:31.053'@en	literal
0.319	'0.319'@en	literal
trade 3238294	'trade 3238294'@en	transaction
2004-10-25T15:51:35.953	'2004-10-25T15:51:35.953'@en	literal
0.297	'0.297'@en	literal
trade 3238315	'trade 3238315'@en	transaction
Savannah (17386)	'Savannah (17386)'@en	person
2004-10-25T15:53:32.777	'2004-10-25T15:53:32.777'@en	literal
trade 3238497	'trade 3238497'@en	transaction
2004-10-25T16:49:51.933	'2004-10-25T16:49:51.933'@en	literal
trade 3238951	'trade 3238951'@en	transaction
